report_id,well_id,report_date,report_time,measured_depth_ft,tvd_ft,hole_size_in,rop_ft_hr,wob_klbs,rpm,torque_ft_lbs,spp_psi,mud_weight_ppg,flow_rate_gpm,pit_volume_bbl,gas_units,activity_code,activity_description,formation,npt_hours,npt_category,remarks,pv_cp,yp_lb_100sqft,gel_10s,gel_10min,fluid_loss_cc_30min,mud_chlorides_ppm,ph,mbt,solids_pct,inclination_deg,azimuth_deg,dogleg_severity_deg_100ft,slide_footage_ft,rotate_footage_ft,motor_yield_deg,toolface,bha_number,bit_type,bit_manufacturer,bit_model,nozzle_sizes,motor_od_in,motor_bend_deg,mwd_type,annular_pressure_loss_psi,apl_source
DDR-170,DL-0773,2025-02-19,06:00,9515,8885,8.75,0,0,0,0,0,12.7,0,948,27,CASE,Running casing,Bone Spring Lower,0,,Running 7-in csg. 29# L-80 VAM TOP. Landed @ 9515'. Circ & reciprocate. Cement crew standing by.,22,24,8,16,3.8,64000,10.2,28,15.0,0,0,0,0,0,6.75,,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,0.0,N/A
DDR-171,DL-0773,2025-02-19,10:00,9581,8948,8.75,33,17,134,8668,4052,13.0,650,1062,42,DRILL,Drilling ahead,Bone Spring Lower,0,,Drlg Bone Sprg Lwr. 9581' MD 8948' TVD. 33fph. WOB 17k. Bit hrs 71. Running good.,22,24,8,16,3.8,64000,10.2,28,15.0,86.7,207,3.0,38,42,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,387.7,calculated
DDR-172,DL-0773,2025-02-19,14:00,9617,8981,8.75,18,24,125,9823,3977,12.5,657,1000,53,DRILL,Drilling ahead - slight torque increase,Bone Spring Lower,0,,Drilling ahead in BSL. Made 62' this rpt. 18fph avg. MW 12.5 ppg. Torque 9k ft-lbs. SPP 3977.,22,24,8,16,3.8,64000,10.2,28,15.0,85.3,196,3.2,11,69,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,308.7,calculated
DDR-173,DL-0773,2025-02-19,18:00,9617,8981,8.75,0,0,0,0,0,12.5,0,927,24,CASE,Running casing,Bone Spring Lower,0,,RIH csg - 7-in 26# P-110. Running BTC connections. 148 jts to 9617'. Centralizers per program.,22,24,8,16,3.8,64000,10.2,28,15.0,0,0,0,0,0,6.75,,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,0.0,N/A
DDR-174,DL-0773,2025-02-24,06:00,12427,11431,8.75,20,22,113,11628,4355,12.9,707,949,63,DRILL,Drilling ahead - good progress,Wolfcamp,0,,Drlg WC 12427'. ROP 20fph. Cuttings look good - WC characteristic. Gas bgd 63u. No issues to report.,22,24,8,16,3.8,64000,10.2,28,15.0,85.8,197,3.2,11,69,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,381.7,calculated
DDR-175,DL-0773,2025-02-24,10:00,12427,11431,8.75,0,0,0,0,0,13.2,0,890,25,NPT,Waiting on cement crew,Wolfcamp,1,logistics,Cement crew late - 1.0hrs. Weather related road issues. Standing by w/ csg on deck ready to go.,22,24,8,16,3.8,64000,10.2,28,15.0,0,0,0,0,0,6.75,,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,0.0,N/A
DDR-176,DL-0773,2025-02-24,14:00,12427,11431,8.75,0,0,0,0,0,13.2,0,963,29,TRIP,Tripping for survey/bit check,Wolfcamp,0,,RIH w/ new bit to 12427'. Made up BHA on floor. 5hrs trip in. Tagged btm - no fill. Circ btms up.,22,24,8,16,3.8,64000,10.2,28,15.0,0,0,0,0,0,6.75,,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,0.0,N/A
DDR-177,DL-0773,2025-02-24,18:00,12427,11431,8.75,0,0,0,0,0,13.0,0,935,23,CIRC,Circulating - conditioning mud,Wolfcamp,0,,Circ btms up prior to survey. Returns clean. Conditioned mud - PV 22 YP 24. MW 13.0ppg.,22,24,8,16,3.8,64000,10.2,28,15.0,0,0,0,0,0,6.75,,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,0.0,N/A
DDR-178,DL-0773,2025-02-25,06:00,12507,11471,8.75,40,22,140,11418,4718,12.8,670,978,60,DRILL,Drilling ahead,Wolfcamp,0,,Cont drlg WC. 12411-12507'. Rotary drlg 40fph. WOB 22k RPM 140. Hole in gauge per caliper.,22,24,8,16,3.8,64000,10.2,28,15.0,86.0,198,3.2,9,71,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,331.5,calculated
DDR-179,DL-0773,2025-02-25,10:00,12507,11471,8.75,0,0,0,0,0,13.3,0,1003,31,NPT,Waiting on weather - high winds,Wolfcamp,2,weather,Shut down for weather. Lightning detected 5mi. 2.0hrs NPT. Resumed when all clear.,22,24,8,16,3.8,64000,10.2,28,15.0,0,0,0,0,0,6.75,,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,0.0,N/A
DDR-180,DL-0773,2025-02-25,14:00,12573,11504,8.75,33,26,113,9780,4325,13.0,693,1043,55,DRILL,Drilling ahead - good progress,Wolfcamp,0,,Drlg ahead Wolf. Depth 12573'. Avg 33fph. Slight drag on connections ~15k over string wt. Working thru.,22,24,8,16,3.8,64000,10.2,28,15.0,86.3,199,3.0,14,66,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,325.8,calculated
DDR-181,DL-0773,2025-02-25,18:00,12573,11504,8.75,0,0,0,0,0,12.8,0,974,35,NPT,Waiting on weather - high winds,Wolfcamp,4,weather,WOW - lightning w/in 5mi. Shut down 4.0hrs. All hands off floor. Resumed ops when clear.,22,24,8,16,3.8,64000,10.2,28,15.0,0,0,0,0,0,6.75,,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,0.0,N/A
DDR-182,DL-0773,2025-02-26,06:00,12637,11536,8.75,32,20,124,9167,4337,12.9,656,959,54,DRILL,Drilling ahead - slight torque increase,Wolfcamp,0,,Making hole Wolf @ 12637ft. 32fph. MW 12.9ppg. PV/YP 22/24. Solids 15.0%. Mud in spec.,22,24,8,16,3.8,64000,10.2,28,15.0,85.1,199,2.8,21,59,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,318.1,calculated
DDR-183,DL-0773,2025-02-26,10:00,12689,11562,8.75,26,23,129,11050,4416,13.1,683,994,51,DRILL,Drilling ahead,Wolfcamp,0,,"Drlg ahead 12635-12689 in Wolfcamp. Avg 26fph, WOB 23k, 129rpm. Torque running 11k ft-lbs. MW 13.1 ppg. No issues.",22,24,8,16,3.8,64000,10.2,28,15.0,85.3,204,2.6,7,73,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,368.0,calculated
DDR-184,DL-0773,2025-02-26,14:00,12781,11608,8.75,46,23,140,11369,4343,13.1,647,937,42,DRILL,Drilling ahead - good progress,Wolfcamp,0,,"Drlg 12716-12781' Wolfcamp. ROP 46 fph avg. Bit running smooth. SPP 4343, torque steady ~11k.",22,24,8,16,3.8,64000,10.2,28,15.0,86.4,198,3.1,3,77,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,320.9,calculated
DDR-185,DL-0773,2025-02-26,18:00,12829,11632,8.75,24,19,130,10774,4637,13.3,681,959,53,DRILL,Drilling ahead - good progress,Wolfcamp,0,,Drilling ahead thru Wolf @ 12829'. Making 24fph w/ 19k WOB. Gas 53 units bgd. Inc 85.3 az 201.0.,22,24,8,16,3.8,64000,10.2,28,15.0,85.3,201,2.9,30,50,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,396.0,calculated
DDR-186,DL-0773,2025-02-27,06:00,12901,11668,8.75,36,21,138,12907,4326,13.2,702,1007,46,DRILL,Drilling ahead - ROP improving,Wolfcamp,0,,"Cont drlg Wolf. 36fph, 21k WOB, 4326 SPP. Hole cleaning good - returns clean. MW 13.2ppg.",22,24,8,16,3.8,64000,10.2,28,15.0,86.7,198,3.7,21,59,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,379.3,calculated
DDR-187,DL-0773,2025-02-27,10:00,12957,11696,8.75,28,25,117,10124,4524,13.2,694,968,40,DRILL,Drilling ahead,Wolfcamp,0,,"Drlg 12886 to 12957 in Wolfcamp. Good hole. 28fph rotating. Torque 10k, no drag noted.",22,24,8,16,3.8,64000,10.2,28,15.0,87.0,202,3.2,15,65,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,383.9,calculated
DDR-188,DL-0773,2025-02-27,14:00,12957,11696,8.75,0,0,0,0,0,13.0,0,992,26,CASE,Running casing,Wolfcamp,0,,Csg run - 7 29# N-80 LTC to 12957' in Wolfcamp. Float equip good. Ready to cement.,22,24,8,16,3.8,64000,10.2,28,15.0,0,0,0,0,0,6.75,,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,0.0,N/A
DDR-189,DL-0773,2025-02-27,18:00,13021,11728,8.75,32,23,136,7210,4554,13.0,668,956,49,DRILL,Drilling ahead - good progress,Wolfcamp,0,,Drlg ahead in Wolf @ 13021ft. ROP 32fph. Slide 22ft rotate 58ft this stand. TF GTF.,22,24,8,16,3.8,64000,10.2,28,15.0,85.6,201,3.4,22,58,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,327.9,calculated
DDR-190,DL-0773,2025-02-28,06:00,13065,11750,8.75,22,24,123,13256,4352,13.1,670,941,60,DRILL,Drilling ahead,Wolfcamp,0,,"Making hole 12982-13065. Wolf fm. 22fph, WOB 24k, RPM 123. PV 22 YP 24. Good progress.",22,24,8,16,3.8,64000,10.2,28,15.0,86.1,198,3.4,14,66,6.75,MTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,393.9,calculated
DDR-191,DL-0773,2025-02-28,10:00,13065,11750,8.75,0,0,0,0,0,12.8,0,996,32,NPT,Lost circulation - pumping LCM,Wolfcamp,6,wellbore,Lost returns @ 13065' in Wolf. Pumped 63bbl LCM pill - med/coarse mica + nut plug. Regained returns. 6.0hrs.,22,24,8,16,3.8,64000,10.2,28,15.0,0,0,0,0,0,6.75,,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,0.0,N/A
DDR-192,DL-0773,2025-02-28,14:00,13119,11777,8.75,27,25,143,8475,4666,13.2,638,998,57,DRILL,Drilling ahead - ROP improving,Wolfcamp,0,,"Drlg Wolfcamp 13060-13119'. Hit softer streak ~13077, ROP jumped to 42fph briefly. Avg 27fph for stand.",22,24,8,16,3.8,64000,10.2,28,15.0,86.2,197,2.9,25,55,6.75,GTF,4,PDC,Baker Hughes,Kymera XTreme,11-11-11-12-12,6.75,1.50,Halliburton iCruise,390.9,calculated
